,Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
11483,Lexus,2007,TP HCM,Cũ,75000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,3.5,450.0
3199,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đỏ,Đen,5,4,4WD,Dầu,2.0,909.0
8334,Jeep,2020,Hà Nội,Cũ,33000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2550.0
12777,Mazda,2014,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,339.0
12950,Mazda,2024,Hải Phòng,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,FWD,Xăng,2.5,939.0
10189,Kia,2016,Đăk Lăk,Cũ,83.0,Lắp ráp trong nước,Hatchback,Số tự động,Bạc,Ghi,5,5,FWD,Xăng,1.25,265.0
5788,Hyundai,2021,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,7,5,AWD,Dầu,2.2,1129.0
7967,Hyundai,2022,TP HCM,Cũ,42000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,575.0
4776,Honda,2023,Thái Nguyên,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,1039.0
13045,Mazda,2018,Hải Phòng,Cũ,42999.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,479.0
21802,Toyota,2013,TP HCM,Cũ,106000.0,Lắp ráp trong nước,Crossover,Số tay,Đồng,Kem,8,5,RFD,Xăng,2.0,330.0
5033,Honda,2021,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,930.0
1706,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Đen,Đen,16,4,RFD,Dầu,2.2,864.0
11638,Lexus,2016,Hà Nội,Cũ,85000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,3.5,2245.0
2696,Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,879.0
24138,Toyota,2022,TP HCM,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.5,495.0
3801,Ford,2018,TP HCM,Cũ,42000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Xám,5,5,FWD,Xăng,1.0,465.0
4881,Honda,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,636.0
16458,Mercedes Benz,2020,Hà Nội,Cũ,16000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,4,AWD,Xăng,2.0,1729.0
3670,Ford,2019,TP HCM,Cũ,58000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Dầu,2.0,899.0
2472,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Dầu,2.0,1463.0
15431,Mercedes Benz,2010,Thái Nguyên,Cũ,180668.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,RFD,Xăng,1.8,260.0
241,Audi,2022,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,AWD,Xăng,3.0,4200.0
22248,Toyota,2019,Hà Nội,Cũ,79000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.7,840.0
13698,Mazda,2018,Đà Nẵng,Cũ,70000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,385.0
10367,Kia,2009,TP HCM,Cũ,130000.0,Lắp ráp trong nước,Crossover,Số tự động,Cát,Ghi,7,5,FWD,Xăng,2.0,260.0
21132,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Nhiều màu,5,5,FWD,Xăng,1.8,755.0
22895,Toyota,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.8,550.0
12225,Mazda,2022,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,615.0
10492,Kia,2018,Hà Nội,Cũ,5000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,448.0
20606,Toyota,2019,Hà Nội,Cũ,80000.0,Nhập khẩu,Crossover,Số tay,Bạc,Nhiều màu,7,5,RFD,Xăng,1.3,350.0
10247,Kia,2016,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,395.0
25245,VinFast,2021,Thái Nguyên,Cũ,58000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,RFD,Xăng,2.0,795.0
14133,Mercedes Benz,2017,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,1150.0
18299,Mitsubishi,2022,Hà Nội,Cũ,20000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.2,415.0
14102,Mercedes Benz,2021,TP HCM,Cũ,45000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1878.0
22050,Toyota,2021,Hà Nội,Cũ,52000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.4,650.0
22098,Toyota,2015,Thanh Hóa,Cũ,20000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Ghi,8,5,RFD,Xăng,2.0,355.0
11182,Lexus,2015,Hà Nội,Cũ,130000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,FWD,Xăng,3.5,856.0
25551,VinFast,2023,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Điện,0.2,818.0
11025,Lexus,2016,Hà Nội,Cũ,50000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.5,1290.0
22824,Toyota,2023,Hà Nội,Cũ,8000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.5,489.0
10533,Kia,2022,Bình Dương,Cũ,23000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1339.0
4989,Honda,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,579.0
16688,Mercedes Benz,2021,TP HCM,Cũ,8800.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,1.5,1098.0
15556,Mercedes Benz,2017,Hà Nội,Cũ,100000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.6,655.0
18207,Mitsubishi,2021,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,545.0
18018,Mitsubishi,2022,TP HCM,Cũ,28000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,609.0
16877,Mercedes Benz,2022,TP HCM,Cũ,7000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,1738.0
8939,Kia,2021,Hà Nội,Cũ,32000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Kem,5,5,FWD,Xăng,1.4,619.0
24411,Toyota,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,505.0
1885,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Đen,5,4,4WD,Dầu,2.0,1189.0
25193,VinFast,2022,Gia Lai,Cũ,22000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,355.0
25305,VinFast,2019,Hà Nội,Cũ,79000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.0,665.0
15572,Mercedes Benz,2024,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2799.0
10850,LandRover,2016,TP HCM,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,2.0,930.0
19246,Peugeot,2018,Bình Dương,Cũ,73346.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.6,625.0
4948,Honda,2022,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,960.0
20029,Suzuki,2020,Hà Nội,Cũ,85000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,485.0
25429,VinFast,2019,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,625.0
16893,Mercedes Benz,2017,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,839.0
21250,Toyota,2008,Cần Thơ,Cũ,105000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Kem,8,5,RFD,Xăng,2.0,245.0
11929,Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.5,2620.0
1165,Chevrolet,2012,Hà Nội,Cũ,120000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Kem,2,5,FWD,Xăng,1.0,125.0
7714,Hyundai,2007,Hà Nội,Cũ,20.0,Nhập khẩu,Hatchback,Số tự động,Bạc,Đen,5,5,FWD,Xăng,1.6,215.0
12089,Mazda,2018,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,FWD,Xăng,1.5,465.0
11699,Lexus,2013,TP HCM,Cũ,98000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,3.5,1399.0
19864,Subaru,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Nâu,5,5,AWD,Xăng,2.5,1777.0
22917,Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,3.4,4286.0
17176,MG,2024,Ninh Bình,Mới,0.0,Nhập khẩu,Sedan,Số tay,Đen,Đen,5,4,FWD,Xăng,1.5,339.0
6562,Hyundai,2022,Quảng Bình,Cũ,5.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.4,495.0
6867,Hyundai,2018,Hà Nội,Cũ,72000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,648.0
981,Chevrolet,2016,Đồng Tháp,Cũ,82000.0,Lắp ráp trong nước,Hatchback,Số tay,Đỏ,Đỏ,5,5,FWD,Xăng,1.2,158.0
1062,Chevrolet,2013,Hà Nội,Cũ,82000.0,Lắp ráp trong nước,Hatchback,Số tự động,Ghi,Ghi,5,5,FWD,Xăng,1.0,190.0
11101,Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Màu khác,5,5,AWD,Xăng,2.4,3430.0
18394,Mitsubishi,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,7,5,FWD,Xăng,2.0,761.0
2137,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,1229.0
10374,Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,799.0
12906,Mazda,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,779.0
15510,Mercedes Benz,2017,Hà Nội,Cũ,70000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,AWD,Xăng,3.0,3650.0
2082,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,1209.0
16821,Mercedes Benz,2013,Hà Nội,Cũ,60000.0,Nhập khẩu,Hatchback,Số tự động,Vàng,Đen,5,5,FWD,Xăng,1.6,440.0
8831,Kia,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,573.0
25834,VinFast,2022,Hà Nội,Cũ,16000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,5,5,AWD,Điện,0.2,885.0
21362,Toyota,2015,Hà Nội,Cũ,98698.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,RFD,Xăng,2.7,480.0
19540,Porsche,2021,TP HCM,Cũ,8000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Nâu,4,4,RFD,Xăng,3.0,5400.0
25829,VinFast,2021,Hải Phòng,Cũ,43210.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.4,333.0
3068,Ford,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,4WD,Dầu,2.0,1545.0
12291,Mazda,2016,TP HCM,Cũ,65.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,408.0
7647,Hyundai,2007,Hà Nội,Cũ,130000.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nhiều màu,5,5,FWD,Xăng,1.4,168.0
8054,Hyundai,2021,TP HCM,Cũ,21200.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,535.0
1072,Chevrolet,2010,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Xám,5,4,FWD,Xăng,1.6,185.0
2468,Ford,2011,Đà Nẵng,Cũ,98000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.3,265.0
4076,Ford,2020,Đăk Lăk,Cũ,90000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,685.0
18852,Nissan,2020,Hà Nội,Cũ,68000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nâu,5,4,RFD,Dầu,2.5,495.0
16047,Mercedes Benz,2019,TP HCM,Cũ,34000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,1179.0
137,Audi,2016,Hà Nội,Cũ,86000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,838.0
10671,LandRover,2020,Hà Nội,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,2150.0
21123,Toyota,2022,Hà Nội,Cũ,36000.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Đen,7,5,FWD,Xăng,3.5,3850.0
654,BMW,2023,Hà Nội,Cũ,39.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,2350.0
25144,VinFast,2022,Hà Nội,Cũ,14000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Điện,0.2,795.0
10236,Kia,2024,Bắc Ninh,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,799.0
9526,Kia,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Cam,7,5,FWD,Dầu,2.2,1329.0
17158,MG,2020,Hà Nội,Cũ,40000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,435.0
451,BMW,2020,Hà Nội,Cũ,8000.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đỏ,Đen,2,2,RFD,Xăng,2.0,2380.0
10769,LandRover,2014,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Ghi,Đỏ,4,5,AWD,Xăng,5.0,2880.0
22833,Toyota,2015,Hà Nội,Cũ,8.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nhiều màu,8,5,RFD,Xăng,2.0,335.0
25533,VinFast,2021,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.4,318.0
8880,Kia,2009,TP HCM,Cũ,200000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Đen,7,5,FWD,Xăng,2.0,195.0
8656,Kia,2024,Thái Bình,Cũ,2000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.4,710.0
12259,Mazda,2021,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,735.0
4954,Honda,2018,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,770.0
9075,Kia,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.6,670.0
15154,Mercedes Benz,2021,Hà Nội,Cũ,33000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.0,4350.0
24752,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,1198.0
26396,Volvo,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1700.0
25675,VinFast,2019,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,565.0
13037,Mazda,2017,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.5,568.0
20069,Suzuki,2023,Hà Nội,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.2,559.0
3149,Ford,2015,Hải Phòng,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,5,5,FWD,Xăng,1.5,325.0
21677,Toyota,2008,Hà Nội,Cũ,86000.0,Nhập khẩu,SUV,Số tự động,Xanh,Trắng,7,5,AWD,Xăng,3.5,599.0
8540,Kia,2019,Đăk Lăk,Cũ,64000.0,Lắp ráp trong nước,SUV,Số tự động,Cát,Kem,7,5,FWD,Xăng,2.4,575.0
21536,Toyota,2022,TP HCM,Cũ,37000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,1.8,719.0
17044,MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,590.0
5637,Hyundai,2019,Hà Nội,Cũ,56000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Ghi,5,5,FWD,Dầu,2.0,715.0
6559,Hyundai,2020,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Kem,5,4,FWD,Xăng,1.4,429.0
24653,Toyota,2021,Hà Nội,Cũ,66000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nhiều màu,7,5,RFD,Dầu,2.4,1069.0
5864,Hyundai,2022,TP HCM,Cũ,35000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,530.0
25405,VinFast,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nâu,5,4,RFD,Xăng,2.0,645.0
7322,Hyundai,2021,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,750.0
24225,Toyota,2018,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8,5,RFD,Xăng,2.0,465.0
15311,Mercedes Benz,2017,Hà Nội,Cũ,16090.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đỏ,Đen,2,2,RFD,Xăng,3.0,2399.0
14534,Mercedes Benz,2019,Hà Nội,Cũ,56000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,1180.0
2864,Ford,2020,Hà Nội,Cũ,42000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.2,545.0
26292,Volvo,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2088.0
9274,Kia,2022,Hà Nội,Cũ,22000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Bạc,Nâu,7,5,FWD,Dầu,2.2,1329.0
16432,Mercedes Benz,2022,TP HCM,Cũ,27000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,RFD,Xăng,2.0,1499.0
3446,Ford,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,4WD,Dầu,2.0,1545.0
10420,Kia,2022,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.4,680.0
13201,Mazda,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,624.0
3942,Ford,2018,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,RFD,Dầu,2.0,799.0
18078,Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,640.0
19499,Porsche,2015,Hà Nội,Cũ,75000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,3.0,1580.0
6369,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,FWD,Xăng,2.5,980.0
3639,Ford,2010,TP HCM,Cũ,106000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Xám,5,5,FWD,Xăng,2.3,250.0
25629,VinFast,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nâu,5,4,RFD,Xăng,2.0,600.0
19130,Peugeot,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.2,699.0
10120,Kia,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đỏ,5,4,FWD,Xăng,2.5,840.0
20884,Toyota,2006,Hà Nội,Cũ,110000.0,Nhập khẩu,Sedan,Số tự động,Vàng,Kem,5,4,FWD,Xăng,3.5,450.0
1927,Ford,2022,Hà Nội,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,AWD,Xăng,2.3,1790.0
19692,Porsche,2022,Hà Nội,Cũ,15500.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,3299.0
21872,Toyota,2022,Hà Nội,Cũ,43000.0,Nhập khẩu,SUV,Số tự động,Bạc,Nhiều màu,5,5,FWD,Xăng,1.8,785.0
16755,Mercedes Benz,2020,Hà Nội,Cũ,72000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1680.0
8369,Kia,2023,Hà Nội,Cũ,18000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Kem,5,5,FWD,Xăng,1.5,589.0
14245,Mercedes Benz,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1820.0
15727,Mercedes Benz,2020,Hà Nội,Cũ,36000.0,Nhập khẩu,Van/Minivan,Số tự động,Xanh,Kem,6,5,RFD,Xăng,2.0,2250.0
14373,Mercedes Benz,2022,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.0,2089.0
14960,Mercedes Benz,2019,Hà Nội,Cũ,30000.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Kem,7,5,RFD,Xăng,2.0,1739.0
12378,Mazda,2021,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,585.0
8894,Kia,2019,TP HCM,Cũ,53000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,819.0
9302,Kia,2018,Hà Nội,Cũ,72000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,440.0
6684,Hyundai,2020,Hà Nội,Cũ,25000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,689.0
19509,Porsche,2011,Hà Nội,Cũ,90000.0,Nhập khẩu,SUV,Số tự động,Nâu,Kem,5,5,AWD,Xăng,3.6,1050.0
13830,Mazda,2014,Quảng Nam,Cũ,100000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Vàng,Đen,5,4,4WD,Dầu,3.2,360.0
9017,Kia,2020,Bắc Ninh,Cũ,46000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Ghi,5,4,FWD,Xăng,1.6,505.0
16779,Mercedes Benz,2021,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1680.0
13592,Mazda,2021,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.5,610.0
19723,Subaru,2023,Hà Nội,Cũ,8500.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,5,5,AWD,Xăng,2.0,860.0
22566,Toyota,2022,TP HCM,Cũ,34000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.5,1219.0
11086,Lexus,2022,Hà Nội,Cũ,20000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Hybrid,2.5,2859.0
19417,Porsche,2021,TP HCM,Cũ,33000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2738.0
4659,Honda,2016,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.5,355.0
