Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
Mercedes Benz,2015,Bình Dương,Cũ,83000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,588.0
Hyundai,2017,Hà Nội,Cũ,110000.0,Nhập khẩu,Sedan,Số tay,Bạc,Kem,5,4,FWD,Xăng,1.25,255.0
Kia,2011,Hà Nội,Cũ,98000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,399.0
VinFast,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,RFD,Xăng,2.0,919.0
Mitsubishi,2019,Hà Nội,Cũ,70100.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.4,785.0
Mazda,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,869.0
Hyundai,2018,Hưng Yên,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.6,425.0
Mercedes Benz,2006,Đồng Nai,Cũ,100000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,AWD,Xăng,4.7,379.0
Kia,2017,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Kem,7,5,FWD,Dầu,2.2,725.0
Toyota,2016,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Vàng,Kem,8,5,AWD,Xăng,4.6,2980.0
Hyundai,2015,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,4WD,Xăng,2.4,585.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Xanh,5,5,FWD,Xăng,1.5,854.0
Toyota,2019,Hà Nội,Cũ,41000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.2,310.0
Ford,2022,Quảng Ninh,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,1175.0
LandRover,2020,Hà Nội,Cũ,20000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nhiều màu,5,5,AWD,Xăng,2.0,2099.0
Isuzu,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Dầu,1.9,935.0
VinFast,2021,Hà Nội,Cũ,12000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,322.0
Mercedes Benz,2018,Hà Nội,Cũ,73400.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,RFD,Xăng,2.0,920.0
Hyundai,2024,TP HCM,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,556.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Hybrid,1.5,765.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.2,353.0
Kia,2023,Hà Nội,Cũ,8000.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Nâu,5,5,FWD,Dầu,2.0,955.0
Ford,2017,Hà Nội,Cũ,130000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,2.3,890.0
Ford,2022,Hà Nội,Cũ,18000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,4WD,Dầu,2.0,1385.0
Mazda,2018,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,385.0
Porsche,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Kem,Đỏ,5,5,AWD,Xăng,3.0,2980.0
Mazda,2020,Phú Thọ,Cũ,45000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.0,625.0
Toyota,2014,Cần Thơ,Cũ,130000.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,1.5,298.0
Mercedes Benz,2017,TP HCM,Cũ,85000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đỏ,5,4,RFD,Xăng,2.0,960.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.4,8500.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,1220.0
Mercedes Benz,2021,TP HCM,Cũ,46800.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,1839.0
Kia,2008,TP HCM,Cũ,97000.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nhiều màu,5,5,FWD,Xăng,1.0,169.0
Toyota,2022,TP HCM,Cũ,62000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,660.0
VinFast,2021,Hà Nội,Cũ,52000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nâu,5,4,RFD,Xăng,2.0,598.0
Mini,2022,Hà Nội,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Xanh,Nâu,4,3,FWD,Xăng,2.0,1814.0
Mercedes Benz,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Kem,5,5,RFD,Xăng,2.0,1250.0
Mercedes Benz,2022,Hà Nội,Cũ,10000.0,Nhập khẩu,SUV,Số tự động,Vàng,Đỏ,5,5,AWD,Xăng,4.0,11500.0
Mazda,2018,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.5,668.0
Toyota,2015,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,RFD,Xăng,2.7,499.0
Toyota,2022,Hà Nội,Cũ,25000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,520.0
Hyundai,2017,Hà Nội,Cũ,58000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,2.0,642.0
Mercedes Benz,2018,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,RFD,Xăng,2.0,999.0
Chevrolet,2014,TP HCM,Cũ,74.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nhiều màu,5,4,FWD,Xăng,1.5,198.0
Mercedes Benz,2018,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1230.0
Ford,2008,TP HCM,Cũ,122168.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Bạc,5,5,4WD,Xăng,2.3,245.0
Honda,2016,TP HCM,Cũ,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Xám,5,4,FWD,Xăng,1.5,355.0
Honda,2019,Hải Phòng,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,409.0
Subaru,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.5,1787.0
Nissan,2010,TP HCM,Cũ,205000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,295.0
Toyota,2022,Hà Nội,Cũ,23000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.0,518.0
Suzuki,2020,Đăk Lăk,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Cam,Đen,7,5,FWD,Xăng,1.5,475.0
Ford,2024,Long An,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,707.0
Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Đen,6,5,FWD,Hybrid,2.4,7290.0
Hyundai,2022,Hà Nội,Cũ,2.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.4,445.0
Toyota,2019,Hà Nội,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Xăng,2.7,775.0
Lexus,2010,Hà Nội,Cũ,160900.0,Nhập khẩu,SUV,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,3.5,868.0
Mitsubishi,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.4,515.0
MG,2023,Hà Nội,Cũ,4800.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,493.0
Hyundai,2020,Hà Nội,Cũ,62000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.4,363.0
Mitsubishi,2017,Hà Nội,Cũ,71000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,RFD,Xăng,3.0,689.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,1.5,1480.0
Toyota,2007,Tiền Giang,Cũ,115000.0,Lắp ráp trong nước,Crossover,Số tay,Đen,Nhiều màu,8,5,RFD,Xăng,2.0,215.0
Hyundai,2017,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Vàng,Ghi,7,5,4WD,Xăng,2.4,686.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,905.0
Toyota,2022,Hải Phòng,Cũ,28000.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Đen,5,4,FWD,Xăng,1.5,425.0
Ford,2019,TP HCM,Cũ,58000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,RFD,Dầu,2.0,899.0
Ford,2016,Hải Phòng,Cũ,123.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nhiều màu,5,4,4WD,Dầu,3.2,540.0
Toyota,2018,TP HCM,Cũ,95181.0,Lắp ráp trong nước,Crossover,Số tay,Xám,Đen,8,5,RFD,Xăng,2.0,515.0
Hyundai,2018,Hà Nội,Cũ,56000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,460.0
Hyundai,2019,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,2.0,498.0
Ford,2022,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,RFD,Dầu,2.0,1190.0
Ford,2019,Hà Nội,Cũ,78000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Dầu,2.0,940.0
Hyundai,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.0,980.0
BMW,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,3.0,3289.0
Kia,2022,Hà Nội,Cũ,49000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1340.0
LandRover,2015,Hà Nội,Cũ,45000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,4,5,AWD,Xăng,5.0,3150.0
Nissan,2017,Hà Nội,Cũ,79000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,323.0
Nissan,2017,Đăk Lăk,Cũ,80000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Kem,5,4,RFD,Dầu,2.5,405.0
Honda,2023,Thái Nguyên,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.5,1319.0
Ford,2017,TP HCM,Cũ,68000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,RFD,Dầu,2.2,478.0
Hyundai,2022,Hải Phòng,Cũ,12000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đỏ,5,5,AWD,Xăng,1.6,898.0
Audi,2021,TP HCM,Cũ,19000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,3.0,3553.0
Mercedes Benz,2022,TP HCM,Cũ,14000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2090.0
Mercedes Benz,2018,Hà Nội,Cũ,64000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1199.0
Hyundai,2024,Cần Thơ,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,766.0
Porsche,2021,Hà Nội,Cũ,19000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.9,5950.0
Hyundai,2020,Hà Nội,Cũ,41000.0,Lắp ráp trong nước,Hatchback,Số tay,Đỏ,Màu khác,5,5,FWD,Xăng,1.25,295.0
Ford,2020,Hà Nội,Cũ,48000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đỏ,5,4,RFD,Dầu,2.2,559.0
Kia,2022,Thái Bình,Cũ,15000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nhiều màu,5,4,FWD,Xăng,1.6,569.0
Mercedes Benz,2022,Nghệ An,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,1888.0
Mercedes Benz,2023,Khánh Hòa,Mới,0.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đỏ,Đen,4,2,RFD,Xăng,2.0,6959.0
Toyota,2016,Bình Dương,Cũ,200000.0,Lắp ráp trong nước,Crossover,Số tay,Cát,Kem,8,5,RFD,Xăng,2.0,294.0
Mercedes Benz,2018,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1220.0
Ford,2017,Hà Nội,Cũ,12000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nhiều màu,5,4,4WD,Dầu,3.2,575.0
Kia,2020,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Ghi,5,4,FWD,Xăng,1.4,395.0
Hyundai,2014,Hà Nội,Cũ,100000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Xăng,2.4,570.0
Volkswagen,2020,Hà Nội,Cũ,47000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.6,499.0
Lexus,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,4,5,AWD,Xăng,3.4,10199.0
Ford,2021,Quảng Ninh,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Dầu,2.0,999.0
Ford,2008,Hòa Bình,Cũ,200000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tay,Vàng,Vàng,5,4,4WD,Dầu,2.5,100.0
Ford,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Nâu,Đen,5,4,RFD,Dầu,2.0,707.0
Toyota,2019,TP HCM,Cũ,48388.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.5,905.0
Mazda,2017,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,5,5,FWD,Xăng,2.5,568.0
Lexus,2021,Hà Nội,Cũ,29000.0,Nhập khẩu,SUV,Số tự động,Cát,Nâu,5,5,AWD,Xăng,3.5,3550.0
Kia,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,554.0
Hyundai,2018,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.6,515.0
Porsche,2018,Hà Nội,Cũ,73000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đỏ,4,4,RFD,Xăng,3.0,3555.0
BMW,2015,Hà Nội,Cũ,50000.0,Nhập khẩu,Coupe,Số tự động,Trắng,Nhiều màu,4,2,AWD,Hybrid,1.5,3099.0
Kia,2011,Quảng Nam,Cũ,126420.0,Lắp ráp trong nước,Sedan,Số tay,Xám,Xám,5,4,FWD,Xăng,1.6,215.0
Ford,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,7,5,4WD,Dầu,2.0,989.0
Hyundai,2019,Bà Rịa Vũng Tàu,Cũ,150000.0,Lắp ráp trong nước,Sedan,Số tay,Xám,Ghi,5,4,FWD,Xăng,1.4,290.0
Mercedes Benz,2022,Nghệ An,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,4,4,AWD,Xăng,6.0,15990.0
Toyota,2010,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,2.4,365.0
Toyota,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nhiều màu,7,5,RFD,Dầu,2.4,1185.0
Mazda,2017,Phú Thọ,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.5,580.0
Ford,2019,TP HCM,Cũ,31000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Dầu,2.0,950.0
Toyota,2022,TP HCM,Cũ,42458.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,2.0,1010.0
Ford,2018,Hà Nội,Cũ,54000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.0,835.0
Kia,2021,TP HCM,Cũ,33000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.4,629.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,625.0
Mercedes Benz,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,3.0,8199.0
Hyundai,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,2.4,925.0
Kia,2022,Hưng Yên,Cũ,23000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,2.0,618.0
Toyota,2021,Lâm Đồng,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.5,395.0
Hyundai,2021,Vĩnh Phúc,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Dầu,2.2,1050.0
Kia,2020,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,532.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2299.0
Kia,2022,Hà Nội,Cũ,29000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,7,5,FWD,Dầu,2.2,1299.0
Lexus,2005,Hà Nội,Cũ,200000.0,Nhập khẩu,Sedan,Số tự động,Bạc,Kem,5,4,RFD,Xăng,3.0,355.0
Mazda,2020,Hải Phòng,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,725.0
Mazda,2014,Hà Nội,Cũ,108000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.6,329.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,677.0
Mercedes Benz,2023,Hải Phòng,Mới,0.0,Nhập khẩu,SUV,Số tự động,Hồng,Đen,7,5,FWD,Điện,0.7,2289.0
Mazda,2018,Hà Nội,Cũ,75000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,RFD,Dầu,2.2,440.0
Audi,2017,TP HCM,Cũ,63000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,819.0
LandRover,2009,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,5.0,600.0
VinFast,2021,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Ghi,5,4,RFD,Xăng,2.0,635.0
Kia,2015,Hà Nội,Cũ,90000.0,Lắp ráp trong nước,Hatchback,Số tay,Bạc,Xám,5,5,FWD,Xăng,1.25,175.0
Mitsubishi,2022,Hà Nội,Cũ,14000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.0,818.0
Toyota,2013,TP HCM,Cũ,100000.0,Lắp ráp trong nước,SUV,Số tay,Xám,Kem,7,5,RFD,Dầu,2.5,519.0
Hyundai,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.25,395.0
VinFast,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,5,5,AWD,Điện,0.2,1192.0
Hyundai,2022,TP HCM,Cũ,31000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,FWD,Xăng,2.5,965.0
Hyundai,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,FWD,Dầu,2.2,1020.0
Mercedes Benz,2021,TP HCM,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.0,4350.0
Mercedes Benz,2021,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,1799.0
Toyota,2015,Hà Nội,Cũ,150000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,8,5,AWD,Xăng,4.6,2880.0
Mercedes Benz,2015,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,685.0
Kia,2014,Bình Dương,Cũ,136000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.4,448.0
Lexus,2023,Hà Nội,Cũ,12000.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Xăng,3.5,6800.0
BMW,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,3.0,3767.0
Toyota,2003,Gia Lai,Cũ,160.0,Lắp ráp trong nước,Sedan,Số tay,Đen,Nhiều màu,5,4,FWD,Xăng,2.4,185.0
Mazda,2017,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,2.5,538.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Bạc,Đen,16,4,RFD,Dầu,2.2,770.0
Mazda,2015,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Hatchback,Số tự động,Vàng,Đen,5,5,FWD,Xăng,1.5,290.0
Honda,2008,Hà Nội,Cũ,110000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Kem,5,4,FWD,Xăng,1.8,200.0
Toyota,2023,TP HCM,Cũ,7600.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.8,750.0
Porsche,2022,Hà Nội,Cũ,6400.0,Nhập khẩu,Coupe,Số tự động,Đỏ,Đỏ,2,2,RFD,Xăng,2.0,3930.0
Audi,2016,Hà Nội,Cũ,86000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,838.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,507.0
Toyota,2021,Hà Nội,Cũ,20000.0,Nhập khẩu,SUV,Số tự động,Xanh,Nâu,5,5,FWD,Xăng,1.8,750.0
Mercedes Benz,2021,Hà Nội,Cũ,51488.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,1599.0
Mercedes Benz,2023,TP HCM,Cũ,8000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,AWD,Xăng,2.0,2259.0
Toyota,2019,Hà Nội,Cũ,30000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.5,885.0
MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,538.0
Lexus,2022,Hà Nội,Cũ,23000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Hybrid,2.5,2859.0
BMW,2011,TP HCM,Cũ,149000.0,Nhập khẩu,SUV,Số tự động,Xanh,Kem,5,5,AWD,Xăng,3.0,425.0
Mazda,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,679.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,1.6,902.0
Mitsubishi,2020,Long An,Cũ,48000.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,1.5,526.0
Mercedes Benz,2016,Hà Nội,Cũ,70000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,3.0,1540.0
Kia,2010,Phú Thọ,Cũ,18000.0,Nhập khẩu,Hatchback,Số tự động,Ghi,Nhiều màu,5,5,FWD,Xăng,1.0,185.0
Honda,2019,Hà Nội,Cũ,10000.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,7,5,FWD,Xăng,1.5,760.0
Chevrolet,2018,TP HCM,Cũ,120000.0,Nhập khẩu,SUV,Số tay,Trắng,Đen,7,5,RFD,Dầu,2.5,395.0
Kia,2022,Hà Nội,Cũ,16800.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1380.0
Mazda,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,710.0
Mercedes Benz,2022,Nghệ An,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đỏ,5,5,AWD,Xăng,3.0,5188.0
