,Tên hãng xe,Tên dòng xe,Năm sản xuất,Giá,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích
3550,Ford,Everest Titanium 2.0L 4x2 AT,2024.0,1244000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.0
24489,Mazda,2 1.5 AT,2018.0,392000000.0,Phú Thọ,Xe đã dùng,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
20712,Toyota,Veloz Cross 1.5 CVT,2022.0,620000000.0,Hà Nội,Xe đã dùng,13500.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
2747,Ford,Ranger Wildtrak 2.0L 4x4 AT,2024.0,910000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Xám,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
10983,Hyundai,Kona 2.0 ATH,2020.0,535000000.0,Gia Lai,Xe đã dùng,27000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
19782,Toyota,Camry 2.5Q,2018.0,725000000.0,Hà Giang,Xe đã dùng,89000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
29923,Kia,Cerato 2.0 AT Premium,2020.0,525000000.0,Hà Nội,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Ghi,Ghi,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
25703,Lexus,RX 350,2021.0,3950000000.0,Hà Nội,Xe đã dùng,7000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.5
29951,Kia,K3 1.6 MT,2015.0,325000000.0,Gia Lai,Xe đã dùng,90000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
13245,Hyundai,SantaFe 2.4L HTRAC,2018.0,780000000.0,Hà Nội,Xe đã dùng,61000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.4
18411,Toyota,Camry 2.0G,2019.0,805000000.0,TP HCM,Xe đã dùng,34000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
11400,Hyundai,i10 Grand 1.2 MT Base,2016.0,205000000.0,Hưng Yên,Xe đã dùng,100000.0,Nhập khẩu,Sedan,Số tay,Bạc,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.25
15430,Toyota,Yaris 1.3 AT,2007.0,240000000.0,Hà Nội,Xe đã dùng,89000.0,Nhập khẩu,Hatchback,Số tự động,Bạc,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.3
29910,Kia,Morning MT,2019.0,225000000.0,Vĩnh Phúc,Xe đã dùng,45000.0,Lắp ráp trong nước,Hatchback,Số tay,Xanh,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.25
6800,Mercedes,Benz GLC 300 4Matic,2019.0,1299000000.0,Hà Nội,Xe đã dùng,68000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
24381,Mazda,Premacy 1.8 AT,2003.0,132000000.0,Hà Nội,Xe đã dùng,30000.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Ghi,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.8
29161,Kia,Morning LX 1.1 MT,2011.0,99000000.0,Hà Nội,Xe đã dùng,98000.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Ghi,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.1
30756,Suzuki,Swift RS,2016.0,335000000.0,Hà Nội,Xe đã dùng,80000.0,Lắp ráp trong nước,Hatchback,Số tự động,Vàng,Ghi,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
2270,Ford,Ranger Wildtrak 2.0L 4x4 AT,2023.0,902000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Cam,-,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
13770,Honda,CRV 2.4 AT,2014.0,490000000.0,Hà Nội,Xe đã dùng,70000.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.4
29736,Kia,Cerato 2.0 AT Premium,2019.0,520000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
6614,Mercedes,Benz S class S450,2022.0,4578000000.0,TP HCM,Xe đã dùng,2345.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
28919,Kia,Seltos Luxury 1.4 AT,2022.0,620000000.0,Bà Rịa Vũng Tàu,Xe đã dùng,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
15167,Toyota,Prado VX 2.7L,2021.0,2689000000.0,Hà Nội,Xe đã dùng,60000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
19259,Toyota,Vios E 1.5 MT,2024.0,425000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
3950,Mitsubishi,Triton 4x4 AT,2015.0,425000000.0,Hà Tĩnh,Xe đã dùng,100000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.5
25397,Peugeot,3008 AL,2022.0,879000000.0,TP HCM,Xe đã dùng,15000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
26693,Lexus,LX 570,2017.0,5200000000.0,Hà Nội,Xe đã dùng,90000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,5.7
18566,Toyota,Land Cruiser GX 4.5,2003.0,385000000.0,TP HCM,Xe đã dùng,185000.0,Nhập khẩu,SUV,Số tay,Cát,Kem,8.0,5.0,4WD - Dẫn động 4 bánh,Xăng,4.5
22772,Mazda,3 1.5L Premium,2024.0,729000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,-,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
18647,Toyota,Innova 2.0E,2015.0,335000000.0,Hà Nội,Xe đã dùng,120000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Kem,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
19583,Toyota,Corolla altis 2.0V,2014.0,458000000.0,Ninh Bình,Xe đã dùng,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
4243,Mitsubishi,Triton 4x4 AT Mivec,2018.0,585000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đồng,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.4
26027,Lexus,GX 460,2020.0,4590000000.0,Hà Nội,Xe đã dùng,69000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,4.6
10427,Hyundai,SantaFe 2.4L 4WD,2018.0,748000000.0,Hà Nội,Xe đã dùng,48000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.4
23889,Mazda,CX5 Premium 2.0 AT,2023.0,845000000.0,Quảng Ninh,Xe đã dùng,8000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
29758,Kia,Carnival Premium 2.2D,2022.0,1236000000.0,TP HCM,Xe đã dùng,18000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,8.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
11980,Hyundai,Tucson 2.0 AT Đặc biệt,2024.0,823000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
3143,Ford,Territory Titanium X 1.5 AT,2024.0,859000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
1345,Ford,Ranger Raptor 2.0L 4x4 AT,2020.0,950000000.0,TP HCM,Xe đã dùng,64000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
23554,Mazda,CX5 Premium 2.0 AT,2022.0,830000000.0,Hà Nội,Xe đã dùng,18000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
5516,VinFast,Fadil 1.4 AT,2019.0,290000000.0,Thái Nguyên,Xe đã dùng,35066.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
15088,Honda,CRV G,2020.0,799000000.0,Hà Nội,Xe đã dùng,41000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
25101,Audi,A7 55 TFSI Quattro,2022.0,3090000000.0,Hà Nội,Xe đã dùng,13000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
6902,Mercedes,Benz C class C180,2020.0,895000000.0,Đà Nẵng,Xe đã dùng,39000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,1.5
14226,Honda,CRV L,2021.0,928000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
17431,Toyota,Vios 1.5G,2018.0,405000000.0,Hà Nội,Xe đã dùng,100000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
5588,VinFast,Lux A 2.0 Tiêu chuẩn,2022.0,635000000.0,Hà Nội,Xe đã dùng,39000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Xám,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
5085,Mitsubishi,Attrage 1.2 CVT,2019.0,335000000.0,Hà Nội,Xe đã dùng,15000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.2
1837,Ford,Territory Titanium X 1.5 AT,2024.0,929000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
23394,Mazda,CX5 Deluxe 2.0 AT,2024.0,759000000.0,Thanh Hóa,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
23594,Mazda,CX8 Premium,2024.0,1014000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.5
4550,Mitsubishi,Xpander 1.5 AT,2019.0,485000000.0,Bình Dương,Xe đã dùng,47000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
26002,Lexus,RX 450h,2021.0,4150000000.0,Hà Nội,Xe đã dùng,19000.0,Nhập khẩu,SUV,Số tự động,Xanh,Vàng,5.0,5.0,AWD - 4 bánh toàn thời gian,Hybrid,3.5
27356,Daewoo,Lacetti EX,2011.0,125000000.0,Gia Lai,Xe đã dùng,105.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Ghi,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
11187,Hyundai,Elantra 1.6 AT,2019.0,545000000.0,Hà Nội,Xe đã dùng,60000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
23681,Mazda,CX5 2.5 AT AWD,2016.0,518000000.0,Hưng Yên,Xe đã dùng,78158.0,Lắp ráp trong nước,SUV,Số tự động,Đen,-,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.5
13533,Hyundai,Accent 1.4 AT,2013.0,285000000.0,Thanh Hóa,Xe đã dùng,96000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Ghi,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
24911,Audi,Q3 2.0 Quattro,2012.0,459000000.0,Hà Nội,Xe đã dùng,97000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
11463,Hyundai,Kona Đặc biệt 2.0 AT,2022.0,599000000.0,Hà Nội,Xe đã dùng,38000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
24681,Mazda,6 2.0L Premium,2018.0,578000000.0,Hà Nội,Xe đã dùng,75000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
11483,Hyundai,SantaFe 2.4L 4WD,2018.0,739000000.0,Hà Nội,Xe đã dùng,82268.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.4
15132,Toyota,Fortuner Legender 2.4L 4x2 AT,2024.0,1165000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.4
10601,Hyundai,Accent 1.4 AT,2023.0,479000000.0,Hà Nội,Xe đã dùng,15000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
23127,Mazda,CX5 Premium Sport 2.0 AT,2024.0,849000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
14593,Honda,CRV 2.4 AT,2014.0,509000000.0,Hà Nội,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.4
28030,Kia,Sedona 3.3L GATH,2018.0,689000000.0,Hà Nội,Xe đã dùng,73000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,3.3
4837,Mitsubishi,Jolie SS,2005.0,120000000.0,Sóc Trăng,Xe đã dùng,100000.0,Lắp ráp trong nước,SUV,Số tay,Ghi,Kem,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
11163,Hyundai,i10 1.2 AT,2021.0,369000000.0,Nghệ An,Xe đã dùng,22000.0,Lắp ráp trong nước,Hatchback,Số tự động,Cát,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.25
6281,Mercedes,Benz Maybach GLS 480 4Matic,2024.0,8799000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,4.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
940,Ford,Ranger Wildtrak 2.0L 4x4 AT,2024.0,900000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
24804,Mazda,3 1.5 AT,2016.0,425000000.0,Hà Nội,Xe đã dùng,52000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
6776,Mercedes,Benz C class C200 Avantgarde Plus,2022.0,1489000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,1.5
8814,Mercedes,Benz E class E200 Exclusive,2022.0,2030000000.0,Hà Nội,Xe đã dùng,7000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
647,MG,RX5 1.5T LUX,2024.0,829000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Ghi,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
9826,BMW,5 Series 520i,2019.0,1188000000.0,TP HCM,Xe đã dùng,24000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,1.6
10252,BMW,7 Series 730Li,2018.0,2099000000.0,Hà Nội,Xe đã dùng,40000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
12307,Hyundai,SantaFe Cao cấp 2.2L HTRAC,2021.0,1099000000.0,TP HCM,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đồng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
10895,Hyundai,SantaFe Cao cấp 2.2L HTRAC,2024.0,1209000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
16370,Toyota,Wigo 1.2G MT,2020.0,246000000.0,TP HCM,Xe đã dùng,93000.0,Nhập khẩu,Hatchback,Số tay,Bạc,Xám,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
26651,Lexus,GX 460,2009.0,1290000000.0,TP HCM,Xe đã dùng,77000.0,Nhập khẩu,SUV,Số tự động,Cát,Ghi,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,4.6
2144,Ford,Territory Trend 1.5 AT,2024.0,822000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
10170,BMW,X4 xDrive20i,2018.0,1699000000.0,Hà Nội,Xe đã dùng,90000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
24383,Mazda,CX5 Premium 2.0 AT,2023.0,840000000.0,Hải Phòng,Xe đã dùng,32000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
23421,Mazda,CX5 2.5 AT 2WD,2018.0,669000000.0,Hà Nội,Xe đã dùng,70000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.5
21401,Chevrolet,Colorado LTZ 2.5L 4x4 AT,2018.0,455000000.0,Hà Nội,Xe đã dùng,60000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Bạc,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.5
8851,Mercedes,Benz GLC 200 4Matic,2023.0,2259000000.0,TP HCM,Xe đã dùng,8000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
16875,Toyota,Fortuner 2.7V 4x4 AT,2014.0,485000000.0,Hà Nội,Xe đã dùng,94000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
8765,Mercedes,Benz GLC 200 4Matic,2021.0,1479000000.0,Hà Nội,Xe đã dùng,25000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
2750,Ford,Ranger XLS 2.2L 4x2 AT,2022.0,596000000.0,Hà Nội,Xe đã dùng,46000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Bạc,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
7590,Mercedes,Benz E class E250,2014.0,650000000.0,Hà Nội,Xe đã dùng,114000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
6322,Mercedes,Benz C class C200,2016.0,739000000.0,Hà Nội,Xe đã dùng,96540.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
30634,Suzuki,Swift GLX 1.2 AT,2023.0,559000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Xám,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
8799,Mercedes,Benz C class C200,2018.0,859000000.0,TP HCM,Xe đã dùng,12000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
12376,Hyundai,Kona 1.6 Turbo,2019.0,535000000.0,Hà Nội,Xe đã dùng,65689.0,Lắp ráp trong nước,Crossover,Số tự động,Xanh,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
5322,VinFast,Lux A 2.0 Tiêu chuẩn,2022.0,645000000.0,Hà Nội,Xe đã dùng,24000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
2448,Ford,Ranger XLS 2.0L 4x2 AT,2023.0,680000000.0,Hà Nội,Xe đã dùng,20000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.0
27990,Kia,Morning Van 1.0 AT,2012.0,163000000.0,Thái Nguyên,Xe đã dùng,89000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Ghi,2.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.0
20092,Toyota,Hilux 2.4L 4x2 AT,2020.0,635000000.0,Hà Nội,Xe đã dùng,50000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.4
18440,Toyota,Vios E 1.5 MT,2022.0,430000000.0,Phú Thọ,Xe đã dùng,12000.0,Lắp ráp trong nước,Sedan,Số tay,Cát,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
17228,Toyota,Innova 2.0E,2020.0,575000000.0,TP HCM,Xe đã dùng,80.0,Lắp ráp trong nước,Crossover,Số tay,Đồng,Nâu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
13487,Hyundai,Getz 1.1 MT,2008.0,118000000.0,Gia Lai,Xe đã dùng,219000.0,Nhập khẩu,Hatchback,Số tay,Đỏ,Nâu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.1
25812,Lexus,LS 460L AWD,2010.0,990000000.0,Hà Nội,Xe đã dùng,76000.0,Nhập khẩu,Sedan,Số tự động,Cát,Kem,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,4.6
10285,Hyundai,Accent 1.4 AT Đặc Biệt,2022.0,498000000.0,Nghệ An,Xe đã dùng,31500.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
24137,Mazda,CX5 2.0 Luxury,2019.0,710000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
22658,Volvo,S90 Inscription LWB B6 AWD,2021.0,1860000000.0,TP HCM,Xe đã dùng,38000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
6179,VinFast,Fadil 1.4 AT,2020.0,289000000.0,Thái Nguyên,Xe đã dùng,33000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.4
15067,Honda,City 1.5 AT,2016.0,360000000.0,TP HCM,Xe đã dùng,77000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Nâu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
17791,Toyota,Camry 2.5Q,2019.0,895000000.0,Hà Nội,Xe đã dùng,80000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
14178,Honda,HRV RS,2023.0,875000000.0,Hà Nội,Xe đã dùng,7000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
8404,Mercedes,Benz GLC 200,2021.0,1470000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
25498,Isuzu,Hi lander V-Spec 2.5 MT,2008.0,178000000.0,Hà Nội,Xe đã dùng,256876.0,Lắp ráp trong nước,SUV,Số tay,Ghi,Ghi,8.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.5
10038,BMW,5 Series 530i Luxury Line,2019.0,1450000000.0,Hà Nội,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
1702,Ford,Ranger Wildtrak 2.0L 4x4 AT,2021.0,765000000.0,Tây Ninh,Xe đã dùng,36000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Nhiều màu,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
19870,Toyota,Vios Limo,2009.0,115000000.0,Quảng Bình,Xe đã dùng,180000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Bạc,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
16945,Toyota,IQ 1.0 AT,2012.0,600000000.0,TP HCM,Xe đã dùng,39000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,4.0,3.0,FWD - Dẫn động cầu trước,Xăng,1.0
12258,Hyundai,Accent 1.4 AT,2023.0,479000000.0,Hà Nội,Xe đã dùng,6200.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
